literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
蝪	['一', '勿', '中', '勹', '昜', '日', '口', '虫', '旦', '丨']	['エキ']	[]	[]	0	0
覃	['日', '十', '早', '覀']	['タン', 'エン']	['蕈']	[['鐔', '潭', '譚', '簟']]	4	0.8
杭	['木', '亠', '丿', '亢', '几']	['コウ']	[]	[]	0	0
想	['木', '目', '心', '相']	['ソウ', 'ソ']	[]	[]	0	0
覚	['見', '冖', '目', '⺍', '儿']	['カク']	[]	[['撹']]	1	1.0
錺	['亠', '金', '芳', '艹', '方']	[]	[]	[]	0	0
耕	['耒', '木', '井', '十', '丿', '二', '未', '廾']	['コウ']	[]	[]	0	0
螫	['攵', '中', '土', '丿', '赦', '赤', '口', '虫', '乂', '丨', '𠂉']	['セキ', 'カク']	[]	[]	0	0
唱	['口', '昌', '日']	['ショウ']	[]	[]	0	0
枡	['木', '十', '丿', '廾', '升']	[]	[]	[]	0	0
錮	['固', '十', '金', '古', '口', '囗']	['コ']	[]	[]	0	0
老	['耂', '匕', '土']	['ロウ']	['蓍', '鰭', '姥', '蛯', '耆', '嗜', '耄', '耋']	[['咾']]	1	0.111
剃	['刂', '弔', '丿', '弓', '弟', '丨']	['テイ']	[]	[]	0	0
侃	['口', '亻', '川']	['カン']	[]	[]	0	0
辺	['刀', '⻌']	['ヘン']	[]	[]	0	0
樺	['華', '木', '艹', '丨']	['カ']	[]	[]	0	0
濆	['八', '卉', '十', '丿', '貝', '賁', '目', '氵', '廾']	['フン', 'ホン']	[]	[]	0	0
銀	['艮', '金']	['ギン']	[]	[]	0	0
層	['日', '田', '尸', '曽']	['ソウ']	[]	[]	0	0
繧	['云', '雲', '雨', '厶', '二', '糸']	['ウン']	[]	[]	0	0
棒	['三', '一', '木', '大', '奉', '𡗗', '人', '丨']	['ボウ']	[]	[]	0	0
迎	['卬', '⻌', '卩']	['ゲイ']	[]	[]	0	0
鬟	['髟', '罒', '𧘇', '長', '口', '彡', '厶', '睘']	['カン']	[]	[]	0	0
樮	['䙳', '木', '火', '覀']	[]	[]	[]	0	0
崖	['厂', '土', '厓', '山', '圭']	['ガイ', 'ゲ', 'ギ']	[]	[]	0	0
辷	['一', '辶']	[]	[]	[]	0	0
咆	['己', '勹', '巳', '丿', '口', '包']	['ホウ']	[]	[]	0	0
巵	['厂', '丿', '己', '巴']	['シ']	[]	[['梔']]	1	1.0
銛	['舌', '金', '口', '千']	['セン', 'テン']	[]	[]	0	0
櫛	['木', '即', '艮', '節', '竹', '卩']	['シツ']	[]	[]	0	0
潅	['隹', '亻', '𠂉', '氵']	['カン']	[]	[]	0	0
繪	['會', '人', '糸', '日']	['カイ', 'エ']	[]	[]	0	0
篶	['卜', '灬', '焉', '正', '止', '竹']	['エン']	[]	[]	0	0
咒	['口', '丿', '几']	['ジュ', 'シュ', 'シュウ']	[]	[]	0	0
蠻	['中', '言', '口', '虫', '䜌', '丨', '糸']	['バン']	[]	[]	0	0
樣	['丶', '木', '羊', '水', '永', '䒑']	['ヨウ', 'ショウ']	[]	[]	0	0
画	['一', '田', '凵', '由', '丨']	['ガ', 'カク', 'エ', 'カイ']	[]	[]	0	0
蘊	['𥁕', '皿', '人', '囚', '艹', '囗', '糸']	['ウン']	[]	[]	0	0
ャ	[]	[]	[]	[]	0	0
咲	['口', '天', '大', '关']	['ショウ']	[]	[]	0	0
叔	['一', '卜', '小', '上', '又']	['シュク']	['寂', '椒', '督']	[['俶', '菽', '淑']]	3	0.5
痣	['士', '心', '志', '疒']	['シ']	[]	[]	0	0
牝	['牛', '匕']	['ヒン']	[]	[]	0	0
慰	['示', '心', '尸', '尉', '寸']	['イ']	[]	[]	0	0
鉗	['甘', '十', '金', '廿']	['ケン', 'カン']	[]	[]	0	0
曩	['三', '一', '日', '亠', '襄', '衣', '口']	['ノウ', 'ドウ']	[]	[]	0	0
曼	['日', '又', '罒']	['マン', 'バン']	['蘰']	[['鰻', '饅', '縵', '鬘', '幔', '鏝', '慢', '謾', '蔓', '漫'], ['鰻', '縵', '鬘', '幔', '謾', '蔓']]	10	0.909
プ	[]	[]	[]	[]	0	0
区	['丿', '乂', '匸']	['オウ', 'ク', 'コウ']	['枢']	[['鴎', '殴', '欧'], ['駆', '躯']]	3	0.833
鋏	['从', '夾', '金', '大', '人']	['キョウ']	[]	[]	0	0
昂	['日', '卩']	['コウ', 'ゴウ']	[]	[]	0	0
ヮ	[]	[]	[]	[]	0	0
匣	['日', '甲', '匚', '丨']	['コウ']	[]	[]	0	0
咽	['口', '囗', '大', '因']	['イン', 'エン', 'エツ']	[]	[]	0	0
憧	['童', '亠', '日', '立', '里', '忄']	['ショウ', 'トウ', 'ドウ']	[]	[]	0	0
蘇	['田', '禾', '木', '魚', '灬', '丿', '𠂊', '艹']	['ソ', 'ス']	[]	[]	0	0
牒	['一', '木', '片', '十', '枼', '廿', '世']	['チョウ', 'ジョウ']	[]	[]	0	0
叛	['厂', '半', '反', '又', '二']	['ハン', 'ホン']	[]	[]	0	0
可	['丁', '一', '口', '亅']	['カ', 'コク']	['欹', '奇', '綺', '竒', '倚', '嵜', '寄', '羇', '椅', '碕', '婀', '掎', '痾', '猗', '埼', '剞', '崎', '騎', '畸', '阿']	[['謌', '柯', '彁', '呵', '軻', '苛', '舸', '訶', '歌', '渮', '荷', '何', '河', '珂', '哥']]	15	0.429
呑	['一', '夭', '丿', '大', '口']	['トン', 'ドン']	['喬', '驕', '蕎', '矯', '嬌', '轎', '橋', '僑']	[]	0	0
牆	['从', '土', '爿', '巫', '口', '工', '人', '嗇', '囗', '回']	['ショウ']	[]	[]	0	0
鉚	['卯', '金', '丿', '卩']	['リュ']	[]	[]	0	0
慘	['參', '彡', '厶', '人', '厽', '𠫯', '忄']	['サン']	[]	[]	0	0
慫	['从', '心', '亻', 'CDP-8BB0', '從', '彳', '人', '龰']	['ショウ']	[]	[]	0	0
曵	['日', '丿', '曳', '丶']	['エイ']	[]	[]	0	0
澆	['一', '土', '丿', '氵', '儿', '堯', '兀']	['ギョウ']	[]	[]	0	0
蘓	['田', '禾', '木', '魚', '灬', '丿', '𠂊', '艹']	['ソ', 'ス']	[]	[]	0	0
ペ	[]	[]	[]	[]	0	0
婦	['⺕', '冖', '巾', '女', '帚']	['フ']	[]	[]	0	0
仕	['亻', '士']	['シ', 'ジ']	[]	[]	0	0
賞	['八', '口', '⺌', '尚', '目', '貝', '冂']	['ショウ']	[]	[['償']]	1	1.0
邂	['牛', '角', '解', '刀', '𠂊', '辶']	['カイ']	[]	[]	0	0
波	['皮', '氵']	['ハ']	['婆']	[['菠', '碆']]	2	0.667
礑	['田', '當', '口', '⺌', '尚', '冂', '石']	['トウ']	[]	[]	0	0
中	['口', '丨']	['チュウ']	['褸', '蟯', '蜷', '蟠', '縷', '饋', '蚩', '蚕', '騷', '蜴', '蜻', '蜈', '蛎', '蚶', '蛍', '嵐', '蜉', '瘋', '簣', '蟒', '蜥', '虹', '蛆', '蛇', '蚓', '蚊', '蜘', '蜿', '藪', '蟹', '蟬', '蚌', '蛋', '蚰', '蛄', '蚋', '蟐', '髑', '飄', '螺', '蝨', '蛮', '婁', '蛭', '諷', '蝕', '融', '螂', '颱', '譴', '數', '蝗', '螻', '蟀', '蝎', '樓', '蛛', '蛯', '蛔', '掻', '蠑', '蠅', '蠹', '飆', '髏', '颶', '籔', '蠕', '潰', '蛬', '蛹', '蛸', '蛟', '蛤', '蠏', '蝓', '蟋', '螟', '飃', '窶', '蝌', '蟆', '螽', '蠖', '蠍', '遣', '遺', '強', '蛞', '蠎', '蟇', '蝟', '蝸', '蝋', '螳', '風', '蝉', '螢', '匱', '蠧', '濁', '蝴', '蝠', '燭', '蝶', '繭', '蠱', '蛩', '串', '蛻', '蝮', '蝣', '螯', '鏤', '颪', '僂', '蝪', '螫', '蠻', '蛙', '屬', '繦', '蠡', '蝦', '襁', '颯', '蝿', '蠣', '蛾', '矚', '蠢', '蠶', '嗤', '鑓', '蝙', '楓', '触', '蜂', '蜍', '蛉', '蚯', '蜚', '患', '蜃', '蟻', '躅', '雖', '蜜', '蜩', '蟶', '獨', '貴', '蚣', '虻', '蟷', '蜀', '觸', '簍', '蟾', '櫃', '蚪', '瞶', '𧒑', '虱', '蜑', '瘻', '騒', '蜊', '迚', '蚤', '蚫', '独', '囑', '櫁', '蜒', '蜆']	[['仲', '蟄', '忠', '狆', '冲', '虫', '蟲', '沖']]	8	0.043
墮	['隋', '土', '⻖', '工', '左', '月']	['ダ']	[]	[]	0	0
弔	['丨', '弓']	['チョウ']	['梯', '悌', '鵜', '第', '涕', '弟', '剃', '睇', '俤']	[]	0	0
館	['飠', '宀', '口', '冖', '官']	['カン']	[]	[]	0	0
質	['目', '八', '貝', '斤']	['チ', 'シツ', 'シチ']	[]	[['躓']]	1	1.0
炊	['欠', '火']	['スイ']	[]	[]	0	0
賓	['八', '小', '少', '丿', '宀', '冖', '目', '貝']	['ヒン']	[]	[['濱', '鬢', '殯', '擯', '嬪', '繽', '檳']]	7	1.0
式	['丶', '工', '弋']	['シキ']	['試', '弑']	[['拭', '軾']]	2	0.5
淋	['林', '木', '氵']	['リン']	[]	[]	0	0
氵	[]	[]	['溯', '湮', '漁', '漕', '濶', '懣', '添', '淨', '洗', '瀏', '瀛', '瀕', '瀁', '淵', '汰', '漏', '演', '濺', '簿', '滉', '湶', '湯', '漂', '油', '汲', '淺', '洛', '汽', '混', '瀚', '茫', '沙', '汪', '洩', '汾', '沸', '沫', '汳', '染', '溢', '羨', '漓', '濘', '箔', '決', '洌', '沈', '瀝', '瀞', '汢', '洋', '洸', '淳', '没', '洟', '漆', '濱', '溪', '湿', '湫', '湘', '溥', '湲', '漸', '濳', '濾', '深', '池', '洒', '沮', '淙', '瀑', '蒲', '瀟', '菠', '瀋', '淘', '沢', '洞', '漑', '鯊', '溘', '湧', '湾', '減', '滷', '粱', '潭', '澡', '蘯', '泙', '浴', '泱', '萢', '慂', '潺', '潮', '温', '薀', '渕', '滴', '渚', '蕩', '潼', '涯', '海', '浣', '浮', '消', '泳', '潯', '澣', '潴', '渝', '潘', '澪', '潰', '潤', '浦', '涙', '灘', '涸', '浪', '婆', '笵', '碆', '渓', '渇', '滿', '渊', '滲', '薄', '清', '鴻', '澤', '浬', '浙', '注', '霑', '落', '浤', '莎', '塗', '澹', '潦', '滾', '游', '渋', '渟', '渡', '渉', '激', '澀', '流', '浩', '浜', '氾', '萍', '涎', '霈', '泥', '澁', '濁', '裟', '港', '窪', '済', '渠', '渭', '潔', '潛', '濃', '澗', '澎', '泪', '涼', '泓', '涵', '涕', '涜', '涛', '塰', '淀', '浚', '泝', '澂', '潜', '濂', '渺', '滔', '渮', '滯', '渣', '渾', '滸', '濆', '潅', '澆', '波', '淋', '霪', '涅', '灑', '灌', '涌', '淌', '泗', '泣', '淅', '潸', '澳', '潟', '滬', '渦', '滑', '滓', '渫', '滞', '渤', '澱', '匯', '澑', '浸', '法', '淇', '泡', '浄', '涓', '泯', '泛', '浅', '淆', '浹', '液', '澄', '滝', '渥', '渙', '測', '湖', '湍', '溜', '漠', '濮', '沾', '汐', '泊', '洶', '河', '淕', '江', '淡', '瀉', '沒', '沽', '漉', '溏', '満', '湎', '湃', '溶', '滂', '溂', '盪', '藻', '準', '濯', '漣', '濛', '濠', '濔', '洵', '沿', '泄', '沐', '沌', '沱', '活', '泅', '汝', '泌', '淮', '梁', '濕', '濡', '漢', '酒', '藩', '湛', '溷', '溺', '湟', '蔆', '琺', '漲', '濬', '況', '娑', '洫', '淪', '沼', '淞', '瀾', '瀧', '沁', '瀦', '瀲', '沛', '治', '津', '汗', '洙', '汎', '淒', '汚', '淦', '愆', '濟', '濫', '衍', '漾', '濤', '簗', '溝', '溽', '溲', '滄', '湊', '滋', '溟', '源', '盜', '漬', '漱', '洪', '派', '淤', '汁', '洳', '淫', '汕', '沍', '瀘', '沂', '瀰', '范', '沖', '沃', '沚', '瀬', '洲', '淬', '淹', '汀', '沺', '洽', '汨', '淑', '闊', '漫', '溌', '滌', '滅']	[]	0	0
谿	['幺', '大', '口', '⺤', '谷', '奚']	['ケイ']	[]	[]	0	0
餔	['⻞', '丶', '甫', '用']	['ホ', 'フ']	[]	[]	0	0
丶	[]	['チュ']	['垈', '酬', '蔵', '伐', '寃', '玉', '鵝', '綛', '誡', '尠', '筑', '畿', '壓', '貮', '菟', '逑', '亙', '韈', '瀛', '摑', '靭', '逋', '贇', '贓', '汰', '饑', '臓', '臧', '哺', '魁', '濺', '誠', '瓲', '獣', '鵞', '簿', '騷', '稽', '蹙', '義', '抖', '絨', '柝', '瓰', '述', '魃', '嶽', '単', '淺', '駄', '冤', '贄', '必', '閠', '箋', '臟', '晟', '詠', '獻', '瓱', '磯', '芝', '髮', '蹴', '芍', '妁', '恆', '鍼', '瓩', '箴', '愽', '卵', '厭', '祓', '贏', '撼', '国', '靫', '往', '茯', '貸', '娥', '閥', '勺', '球', '拆', '溥', '倏', '孅', '瓶', '朮', '宝', '就', '鯆', '筏', '黛', '脯', '叉', '忍', '蒲', '冢', '践', '撚', '疣', '脉', '試', '尤', '輔', '刃', '瓷', '恐', '槲', '伏', '藝', '羲', '斟', '太', '武', '減', '戉', '執', '拭', '戡', '偽', '襪', '粱', '業', '怺', '裘', '鹹', '織', '纎', '甓', '哉', '曦', '秡', '駐', '賻', '丹', '捕', '丸', '纖', '州', '幟', '戠', '殘', '埶', '戴', '戯', '藏', '戈', '踐', '軾', '斌', '歳', '圃', '璧', '甄', '纔', '囈', '灼', '掴', '泳', '永', '甌', '犠', '甅', '甑', '膊', '憖', '杓', '救', '拔', '戮', '飆', '苡', '戳', '截', '幗', '匍', '甕', '浦', '莵', '儀', '犹', '犬', '憾', '昶', '繊', '唹', '蟄', '旃', '戲', '戦', '識', '斗', '議', '薄', '斜', '戰', '於', '蝌', '惑', '巣', '岱', '銭', '甍', '犧', '咸', '注', '萪', '科', '膩', '甃', '甎', '膕', '籖', '釵', '國', '斛', '料', '然', '斥', '戛', '戔', '残', '籾', '劒', '註', '訴', '咏', '仞', '越', '莪', '餞', '餓', '塾', '状', '杙', '俄', '鷲', '殱', '傅', '的', '戎', '戚', '讖', '幾', '籤', '璽', '猷', '献', '栴', '蛩', '弌', '駲', '弑', '跋', '為', '以', '弐', '泝', '弋', '甫', '鉞', '鷙', '或', '埔', '戍', '殲', '譏', '戒', '舗', '域', '戝', '緘', '住', '樣', '曵', '式', '餔', '搏', '賦', '麈', '棧', '鯲', '錢', '瑩', '戞', '戊', '舖', '釣', '讒', '穢', '我', '敷', '戌', '約', '榑', '錻', '笂', '轗', '栽', '蛾', '丼', '礒', '賤', '凡', '荵', '氷', '弍', '泛', '浅', '代', '主', '叢', '牋', '補', '斡', '戟', '成', '鳶', '孵', '瓦', '獎', '默', '闃', '吠', '貶', '跫', '葯', '葡', '賎', '鞏', '半', '懺', '哭', '嶬', '黙', '筬', '鐵', '鐡', '瓧', '柱', '蟻', '帆', '鰔', '槭', '燃', '酌', '盞', '扠', '袱', '峩', '之', '馘', '靨', '葢', '威', '鋪', '閼', '梁', '懴', '認', '袋', '梵', '術', '峨', '機', '尃', '縛', '瓸', '肬', '椢', '艤', '城', '毬', '熟', '鵡', '嗅', '黶', '築', '蚪', '求', '兎', '汎', '乏', '裁', '筺', '械', '縅', '漾', '職', '獄', '勢', '獸', '玳', '簗', '熱', '羸', '蔑', '熾', '綫', '孰', '鰄', '褻', '瓮', '魘', '巉', '黼', '蚤', '博', '哦', '感', '賊', '淤', '貳', '摯', '茂', '兔', '洲', '豹', '閾', '黻', '載', '桟', '似', '喊', '盛', '找', '滅']	[]	0	0
弛	['也', '乙', '弓']	['チ', 'シ']	[]	[]	0	0
遁	['厂', '十', '目', '盾', '辶']	['トン', 'シュン']	[]	[]	0	0
捲	['人', '扌', '巻', '二', '卩']	['ケン']	[]	[]	0	0
趁	['彡', '走', '龰', '土']	['チン']	[]	[]	0	0
凖	['隹', '冫', '十', '隼', '亻']	['ジュン']	[]	[]	0	0
萌	['日', '艹', '月', '明']	['ホウ']	[]	[]	0	0
霧	['攵', '了', '矛', '務', '丿', '力', '予', '亅', '雨', 'マ', '乂', '𠂉']	['ム', 'ボウ', 'ブ']	[]	[]	0	0
掬	['匊', '勹', '丿', '米', '扌']	['キク', 'コク']	[]	[]	0	0
炳	['一', '火', '丙', '人', '内', '冂']	['ヘイ']	[]	[]	0	0
莠	['禾', '木', '丿', '秀', '艹', '乃']	['ユウ']	[]	[]	0	0
儼	['厂', '攵', '嚴', '亻', '丿', '乂', '口', '敢', '耳', '𠂉']	['ゲン']	[]	[]	0	0
儉	['一', '僉', '亻', '口', '人']	['ケン']	[]	[]	0	0
擺	['匕', '罒', '能', '罷', '扌', '厶', '䏍', '月']	['ハイ']	[]	[]	0	0
違	['口', '⻌', '韋']	['イ']	[]	[]	0	0
灸	['丿', '𠂊', '火', '久']	['キュウ', 'ク']	[]	[]	0	0
搨	['日', '羽', '扌']	['トウ']	[]	[]	0	0
霪	['壬', '丿', '淫', '雨', '氵', '士', '⺤']	['イン']	[]	[]	0	0
接	['亠', '立', '扌', '女', '妾']	['セツ', 'ショウ']	[]	[]	0	0
儡	['田', '亻']	['ライ']	[]	[]	0	0
搏	['丶', '尃', '用', '扌', '寸', '甫']	['ハク']	[]	[]	0	0
霾	['日', '雨', '豸', '里', '貍']	['バイ']	[]	[]	0	0
遜	['丿', '辶', '子', '系', '孫', '糸']	['ソン']	[]	[]	0	0
適	['啇', '亠', '十', '古', '口', '⻌', '冂']	['テキ']	[]	[]	0	0
荷	['一', '丁', '亻', '亅', '口', '可', '何', '艹']	['カ']	[]	[]	0	0
矜	['今', '一', '了', '矛', '丿', '予', '亅', '人', 'マ']	['キン', 'キョウ', 'ケイ']	[]	[]	0	0
噓	['一', '丿', '口', '七', '虍', '丱', '丨', '虚']	['キョ']	[]	[]	0	0
凭	['壬', '丿', '亻', '任', '士', '几']	['ヒョウ', 'ヘイ']	[]	[]	0	0
霽	['亠', '雨', '刀', '二', '齊']	['セイ', 'サイ']	[]	[]	0	0
矛	['了', '丿', '予', '亅', 'マ']	['ボウ', 'ム']	['橘', '鞣', '柔', '糅', '鷸', '譎', '揉', '矜', '蹂']	[['袤', '楙', '懋', '霧', '茅'], ['務', '鶩', '霧']]	5	0.438
遨	['攵', '放', '土', '亠', '丿', '𠂉', '乂', '方', '辶', '敖']	['ゴウ']	[]	[]	0	0
涅	['日', '土', '氵']	['ネツ', 'デツ']	[]	[]	0	0
擶	['前', '刂', '扌', '箭', '月', '竹']	['セン']	[]	[]	0	0
矯	['夭', '天', '丿', '大', '喬', '口', '冋', '矢', '冂', '呑']	['キョウ']	[]	[]	0	0
灑	['一', '厂', '麗', '比', '匕', '广', '氵', '鹿']	['シャ', 'サイ', 'サ', 'セ']	[]	[]	0	0
遏	['勹', '日', '曷', '丿', '匃', '人', '辶']	['アツ']	[]	[]	0	0
搜	['臼', '扌', '又', '叟', '丨']	['ソウ', 'シュ', 'シュウ']	[]	[]	0	0
萄	['艹', '丿', '勹', '缶']	['ドウ', 'トウ']	[]	[]	0	0
眷	['二', '人', '目']	['ケン']	[]	[]	0	0
儻	['灬', '黨', '黑', '亻', '口', '⺌', '尚', '里', '冂']	['トウ']	[]	[]	0	0
郎	['艮', '⻏', '良']	['ロウ', 'リョウ']	[]	[['廊', '螂', '瑯', '榔']]	4	1.0
露	['路', '雨', '口', '各', '夂', '足']	['ロ', 'ロウ']	[]	[]	0	0
灌	['隹', '亻', '口', '氵', '艹']	['カン']	[]	[]	0	0
捧	['三', '一', '大', '奉', '𡗗', '扌', '人', '丨']	['ホウ']	[]	[]	0	0
達	['羊', '⻌', '土', '䒑']	['タツ', 'ダ']	[]	[['撻', '燵', '闥', '韃']]	4	1.0
涌	['マ', '甬', '用', '氵']	['ヨウ', 'ユウ', 'ユ']	[]	[['慂']]	1	1.0
掫	['取', '耳', '扌', '又']	['ソウ', 'シュウ']	[]	[]	0	0
眺	['儿', '冫', '兆', '目']	['チョウ']	[]	[]	0	0
萋	['艹', '女', '⺕', '妻']	['セイ', 'サイ']	[]	[]	0	0
萸	['艹', '臾', '𦥑', '人']	['ユ']	[]	[]	0	0
弩	['弓', '奴', '又', '女']	['ド']	[]	[]	0	0
掘	['凵', '出', '尸', '扌', '山', '屈']	['クツ']	[]	[]	0	0
賦	['一', '八', '卜', '丶', '武', '目', '貝', '止', '弋']	['フ', 'ブ']	[]	[]	0	0
婪	['林', '木', '女']	['ラン']	[]	[]	0	0
炒	['少', '火', '小', '丿']	['ソウ', 'ショウ']	[]	[]	0	0
水	[]	['スイ']	['湶', '詠', '泉', '脉', '尿', '線', '怺', '泳', '丞', '永', '拯', '昶', '踏', '楾', '咏', '潁', '樣', '氷', '腺', '鞜', '沓', '閖', '盥', '汞', '冰', '蒸', '漾', '承', '烝', '漿']	[]	0	0
淌	['口', '⺌', '冋', '尚', '氵', '冂']	['トウ']	[]	[]	0	0
跏	['口', '加', '足', '力']	['カ']	[]	[]	0	0
引	['丨', '弓']	['イン']	['矧']	[['蚓']]	1	0.5
塵	['厂', '匕', '比', '土', '广', '鹿']	['チン', 'ジン']	[]	[]	0	0
泗	['四', '丿', '氵', '儿', '囗']	['シ']	[]	[]	0	0
莉	['禾', '木', '刂', '丿', '利', '艹']	['リ', 'ライ', 'レイ']	[]	[]	0	0
泣	['亠', '立', '氵']	['キュウ']	[]	[]	0	0
邃	['㒸', '遂', '八', '豕', '宀', '⿱穴㒸', '冖', '穴', '辶']	['スイ']	[]	[]	0	0
仔	['亻', '子']	['シ']	[]	[]	0	0
塡	['八', '匕', '眞', '土', '具', '目']	['テン', 'チン']	[]	[]	0	0
弁	['廾', '丿', '十', '厶']	['ベン', 'ヘン']	['峅', '弃']	[]	0	0
趨	['勹', '土', '凵', '走', '丿', '艸', '芻', '屮', '龰']	['スウ', 'ソク']	[]	[]	0	0
氈	['一', '㐭', '亠', '日', '毛', '口', '旦', '亶', '囗', '回']	['セン']	[]	[]	0	0
淅	['析', '斤', '木', '氵']	['セキ']	[]	[]	0	0
更	['日', '一', '乂', '丿']	['コウ']	['鞭', '便', '峺']	[['哽', '粳', '甦', '硬', '梗']]	5	0.625
慙	['斬', '心', '車', '斤']	['ザン']	[]	[]	0	0
片	[]	['ヘン']	['版', '牘', '牒', '牌', '牋']	[]	0	0
腴	['臾', '𦥑', '月', '人']	['ユ']	[]	[]	0	0
蛙	['中', '土', '口', '虫', '圭', '丨']	['ア', 'ワ']	[]	[]	0	0
明	['日', '月']	['メイ', 'ミョウ', 'ミン']	['萌']	[['盟']]	1	0.5
蘆	['一', '田', '皿', '盧', '七', '虍', '艹']	['ロ']	[]	[]	0	0
咾	['匕', '土', '口', '耂', '老']	['ロウ']	[]	[]	0	0
ロ	[]	[]	[]	[]	0	0
呟	['口', '幺', '亠', '玄']	['ゲン']	[]	[]	0	0
叡	['卜', '冖', '又', '睿', '目']	['エイ']	[]	[]	0	0
麈	['王', '厂', '丶', '匕', '比', '主', '广', '鹿']	['シュ', 'ス']	[]	[]	0	0
慥	['牛', '辶', '告', '口', '造', '忄']	['ゾウ']	[]	[]	0	0
膣	['八', '土', '至', '宀', '窒', '冖', '厶', '穴', '月']	['チツ']	[]	[]	0	0
昃	['日', '仄', '人', '厂']	['ショク', 'ソク']	[]	[]	0	0
哇	['口', '圭', '土']	['ア', 'アイ', 'エ', 'ワ']	[]	[]	0	0
ブ	[]	[]	[]	[]	0	0
咳	['口', '人', '亥', '亠']	['カイ', 'ガイ']	[]	[]	0	0
モ	[]	[]	[]	[]	0	0
狄	['火', '⺨']	['テキ']	[]	[['逖', '荻']]	2	1.0
甼	['丁', '田', '一', '亅']	['チョウ']	[]	[]	0	0
慱	['十', 'CDP-8BD0', '專', '寸', '忄']	['タン']	[]	[]	0	0
痢	['禾', '木', '刂', '疒', '丿', '利']	['リ']	[]	[]	0	0
篷	['三', '一', '丰', '逢', '夆', '夂', '丨', '辶', '竹']	['ホウ']	[]	[]	0	0
諤	['口', '言', '咢', '二']	['ガク']	[]	[]	0	0
轜	['雨', '需', '而', '車']	['ジ']	[]	[]	0	0
銜	['亻', '行', '彳', '金']	['カン']	[]	[]	0	0
樢	['灬', '木', '鳥']	['ト', 'チョウ']	[]	[]	0	0
笏	['勿', '勹', '竹']	['コツ']	[]	[]	0	0
迂	['二', '于', '辶', '亅']	['ウ']	[]	[]	0	0
崚	['八', '夌', '土', '丿', '山', '夂']	['リョウ']	[]	[]	0	0
崎	['一', '丁', '大', '亅', '口', '可', '山', '奇']	['キ']	[]	[]	0	0
樶	['木', '日', '取', '最', '又', '耳']	['サイ']	[]	[]	0	0
訪	['口', '言', '方', '亠']	['ホウ']	[]	[]	0	0
笨	['本', '木', '竹']	['ホン']	[]	[]	0	0
笛	['由', '竹']	['テキ']	[]	[]	0	0
辶	[]	['チャク']	['縺', '逹', '逑', '逅', '逋', '鎹', '謎', '逞', '髓', '逗', '逎', '逍', '逖', '撻', '迴', '逕', '迺', '鏈', '樋', '遽', '遲', '燵', '譴', '遙', '遘', '遯', '遉', '遡', '蓬', '遶', '邉', '隧', '膸', '遞', '遒', '辿', '迄', '腿', '邊', '邇', '遐', '遑', '隨', '燧', '辷', '邂', '遁', '遜', '遨', '遏', '邃', '慥', '篷', '迂', '槌', '嗹', '辻', '闥', '邁', '遖', '邏', '邀', '迦', '這', '暹', '漣', '迥', '迹', '逾', '逧', '韃', '迸', '褪', '迯', '縋', '逢', '逶', '韆', '迚', '逵', '逡', '逼', '靆', '迢']	[]	0	0
𠆢	[]	[]	[]	[]	0	0
繽	['八', '小', '少', '丿', '宀', '冖', '目', '貝', '糸', '賓']	['ヒン']	[]	[]	0	0
巴	['己', '乙']	['ハ']	['悒', '癰', '邑', '巵', '滬', '色', '絶', '廱', '扈', '梔', '肥', '艷', '艶']	[['葩', '把', '耙', '笆', '杷', '爬', '琶', '芭']]	8	0.381
屬	['勹', '中', '罒', '丿', '尸', '口', '蜀', '虫', '二', '丨']	['ショク', 'ゾク']	[]	[['矚', '囑']]	2	1.0
諸	['土', '日', '言', '口', '耂', '者']	['ショ']	['儲']	[['藷']]	1	0.5
諫	['木', '柬', '言', '束', '口']	['カン']	[]	[]	0	0
繦	['中', '強', '弓', '口', '厶', '虫', '丨', '糸']	['キョウ']	[]	[]	0	0
潸	['林', '木', '月', '氵']	['サン']	[]	[]	0	0
銕	['金', '大', '弓', '夷']	['テツ']	[]	[]	0	0
