literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
曙	['土', '罒', '日', '耂', '署', '者']	['ショ']	[]	[]	0	0
匪	['非', '匚']	['ヒ']	[]	[['榧']]	1	1.0
ョ	[]	[]	[]	[]	0	0
憮	['一', '灬', '丿', '無', '忄']	['ブ', 'コ']	[]	[]	0	0
匳	['一', '僉', '口', '匚', '人']	['レン']	[]	[]	0	0
マ	[]	[]	['務', '羚', '聆', '桶', '袤', '橘', '鞣', '零', '嶺', '嶷', '通', '誦', '抒', '柔', '予', '豫', '鶩', '湧', '苓', '糅', '樋', '擬', '慂', '鷸', '踊', '序', '鯒', '辭', '澪', '蛹', '礙', '楙', '懋', '癡', '蕷', '勇', '譎', '舒', '怜', '甬', '令', '揉', '凝', '霧', '矜', '矛', '涌', '杼', '痛', '踴', '蛉', '預', '俑', '疑', '茅', '玲', '鈴', '亂', '伶', '蹂', '囹', '冷', '齡']	[]	0	0
蘗	['木', '亠', '十', '尸', '立', '口', '𡰪', '辛', '薜', '艹', '辟']	['ハク', 'ビャク']	[]	[]	0	0
慯	['一', '勿', '勹', '昜', '日', '𬀷', '旦', '忄', '𠂉']	['ショウ']	[]	[]	0	0
鉞	['厂', '丶', '金', '丿', '戈', '弋', '戉']	['エツ']	[]	[]	0	0
闢	['亠', '十', '尸', '門', '立', '口', '𡰪', '辛', '辟']	['ヘキ', 'ビャク']	[]	[]	0	0
澂	['王', '一', '攵', '丿', '山', '氵', '乂', '𠂉']	['チョウ']	[]	[]	0	0
辞	['舌', '亠', '十', '立', '口', '辛', '千']	['ジ']	[]	[]	0	0
痞	['不', '一', '疒', '否', '丿', '口', '丨']	['ヒ']	[]	[]	0	0
腱	['建', '聿', '⺕', '廴', '丨', '月']	['ケン', 'キン']	[]	[]	0	0
司	['口', '一']	['シ']	[]	[['笥', '嗣', '覗', '祠', '伺', '飼', '詞']]	7	1.0
叫	['口', '丨', '丩']	['キョウ']	[]	[]	0	0
叟	['又', '𦥑']	['ソウ', 'シュウ']	[]	[['嫂', '捜', '痩', '搜', '艘', '溲'], ['捜', '痩', '搜', '艘', '溲']]	6	1.0
慈	['八', '心', '亠', '幺', '玄', '艹', '兹']	['ジ']	[]	[]	0	0
闖	['灬', '馬', '門']	['チン']	[]	[]	0	0
蛻	['八', '中', '丿', '口', '兄', '虫', '兌', '儿', '丨']	['ゼイ', 'セイ', 'タイ']	[]	[]	0	0
纈	['吉', '八', '頡', '頁', '口', '目', '貝', '士', '糸']	['ケツ', 'ケチ']	[]	[]	0	0
腥	['日', '星', '月', '生']	['セイ', 'ショウ']	[]	[]	0	0
田	[]	['デン']	['俾', '鰯', '廬', '鰈', '鰻', '蟠', '魔', '漁', '魏', '鮗', '畤', '鮃', '異', '畫', '畿', '禺', '留', '略', '鮖', '魁', '獣', '糞', '鰉', '鰡', '罍', '雷', '藕', '鰺', '鰮', '魃', '鮨', '鯏', '橿', '魎', '鮴', '鯀', '魚', '畳', '畧', '番', '彊', '睥', '福', '虜', '畦', '魍', '魂', '鰭', '謂', '謖', '毘', '飜', '富', '鰲', '鐇', '疉', '畭', '爐', '當', '鮑', '畢', '蒐', '蓄', '堺', '畷', '鮟', '愧', '巍', '緇', '鰾', '僵', '旛', '騾', '鰥', '勵', '胃', '鯆', '衡', '縲', '輜', '魑', '濾', '魅', '嵎', '畉', '鮒', '臚', '嫐', '擂', '禝', '瀋', '畴', '畠', '鮓', '魄', '鯊', '鰰', '鰤', '湧', '稷', '鼾', '偲', '癬', '鱗', '累', '幅', '鱚', '螺', '鑢', '鯛', '鯔', '匐', '塊', '餾', '餽', '膰', '鯡', '嬶', '鴫', '癘', '戴', '蕃', '隈', '顋', '瑰', '憎', '轤', '鯣', '描', '甑', '鬼', '鯢', '鯖', '薊', '籀', '璢', '鯒', '潘', '膚', '塁', '増', '萬', '痺', '櫨', '瑠', '寓', '襠', '鱸', '鼻', '嬲', '鱆', '鱒', '鑪', '鯑', '礪', '裨', '鯤', '錨', '蝟', '副', '鷭', '鱇', '細', '偶', '苗', '碑', '薑', '翻', '舅', '鱶', '審', '榴', '錙', '鯵', '遇', '囎', '曽', '慮', '櫓', '鯨', '勇', '蝠', '燔', '隗', '翼', '顱', '渭', '篳', '櫑', '甥', '嚏', '婢', '嚔', '蘚', '鱈', '鱠', '驢', '顰', '層', '画', '蘇', '蘓', '礑', '儡', '蘆', '甼', '鯲', '隅', '驥', '幡', '劃', '鱧', '猥', '鯰', '蠣', '牌', '町', '澑', '男', '嚊', '邁', '霤', '噌', '腮', '繙', '鯱', '思', '猫', '蕾', '傀', '踴', '蔔', '溜', '僧', '鰕', '疆', '鮭', '畑', '界', '娚', '畸', '畐', '畄', '魯', '疊', '魴', '疇', '鮮', '鰛', '糲', '鰔', '艪', '瘤', '瘰', '盧', '旙', '鰍', '鐺', '鯉', '卑', '畆', '畝', '壘', '畊', '愚', '鮠', '嵬', '蟷', '艫', '藩', '蹕', '醜', '奮', '鰊', '鰓', '鮫', '畚', '冨', '贈', '冀', '畍', '鮹', '獸', '鰆', '鰒', '鵯', '槐', '喟', '稗', '鰄', '鰐', '魘', '鮪', '輻', '畏', '畛', '畔', '瀘', '逼', '播', '畜', '畩', '疂', '鰹', '鰌']	[['鮎', '甸', '佃', '畋', '鈿', '沺']]	6	0.019
リ	[]	[]	[]	[]	0	0
横	['八', '木', '由', '黄', '龷']	['オウ']	[]	[]	0	0
鬨	['鬥', '八', '共', '王']	['コウ', 'グ']	[]	[]	0	0
麥	['來', '从', '木', '人', '夂']	['バク']	['麩', '麪', '麭']	[]	0	0
訶	['一', '丁', '言', '亅', '口', '可']	['カ']	[]	[]	0	0
鹽	['卜', '臣', '鹵', '皿', '囗']	['エン']	[]	[]	0	0
屠	['土', '日', '尸', '耂', '者']	['ト', 'チョ']	[]	[]	0	0
轄	['龶', '宀', '口', '害', '冖', '車']	['カツ']	[]	[]	0	0
諜	['一', '木', '言', '十', '枼', '口', '廿', '世']	['チョウ']	[]	[]	0	0
潜	['替', '日', '大', '夫', '氵']	['セン']	[]	[]	0	0
濂	['厂', '八', '广', '⺕', '廉', '氵', '丨', '兼']	['レン']	[]	[]	0	0
笑	['丿', '大', '夭', '竹']	['ショウ']	[]	[]	0	0
格	['口', '木', '各', '夂']	['カク', 'コウ', 'キャク', 'ゴウ']	[]	[]	0	0
麹	['匊', '勹', '丿', '龶', '米', '夂', '麦']	['キク']	[]	[]	0	0
校	['交', '木', '亠', '父']	['コウ', 'キョウ']	[]	[]	0	0
笹	['一', '十', '廿', '世', '竹']	[]	[]	[]	0	0
屈	['尸', '山', '凵', '出']	['クツ']	[]	[['倔', '窟', '掘', '崛', '堀']]	5	1.0
轟	['車']	['ゴウ', 'コウ']	[]	[]	0	0
犁	['禾', '木', '牛', '刂', '丿', '利']	['リ', 'レイ', 'リュウ']	[]	[]	0	0
諡	['八', '言', '皿', '口', '兮']	['エキ', 'シ']	[]	[]	0	0
櫟	['白', '木', '日', '幺', '樂']	['レキ', 'ヤク', 'ロウ']	[]	[]	0	0
潁	['八', '頁', '匕', '水', '頃', '目', '貝']	['エイ']	[]	[]	0	0
屯	['丿', '乙', '屮', '凵']	['トン']	['瓲', '鈍', '純', '邨']	[['噸', '沌', '頓', '飩']]	4	0.5
己	[]	['キ', 'コ']	['葩', '饌', '祀', '垉', '撰', '把', '鮑', '靤', '砲', '悒', '囘', '抱', '妃', '苞', '圏', '萢', '包', '癰', '耙', '炮', '胞', '遷', '匏', '庖', '巳', '邑', '鉋', '巽', '笆', '已', '港', '僊', '皰', '選', '枹', '咆', '巵', '巴', '巻', '杷', '麭', '泡', '巷', '飽', '改', '色', '絶', '廱', '梔', '疱', '肥', '倦', '配', '爬', '韆', '琶', '芭', '髱', '艷', '蚫', '鞄', '袍', '艶', '雹']	[['熈', '忌', '熙', '杞', '起', '紀', '記', '煕'], ['杞', '滬', '扈']]	8	0.135
設	['殳', '言', '丿', '口', '又', '几']	['セツ']	[]	[]	0	0
鑁	['金', '夂', '𡕰']	['バン']	[]	[]	0	0
杲	['日', '木']	['コウ']	[]	[]	0	0
覇	['䩗', '月', '十', '革', '廿', '覀']	['ハ', 'ハク']	[]	[]	0	0
蝮	['中', '日', '口', '虫', '夂', '复', '丨', '𠂉']	['フク']	[]	[]	0	0
瑟	['王', '丿', '必', '心']	['シツ']	[]	[]	0	0
削	['⺌', '刂', '肖', '月']	['サク']	[]	[]	0	0
而	['冂']	['ジ', 'ニ']	['揣', '喘', '糯', '懦', '端', '儒', '需', '襦', '嬬', '蠕', '猯', '繻', '瑞', '惴', '耐', '湍', '濡', '孺']	[['臑', '粫', '轜']]	3	0.143
枹	['己', '木', '勹', '巳', '丿', '包']	['フ', 'ホウ']	[]	[]	0	0
剞	['一', '刂', '丁', '大', '亅', '口', '可', '奇']	['キ']	[]	[]	0	0
覓	['目', '儿', '⺤', '見']	['ベキ', 'エキ', 'ミャク']	[]	[]	0	0
惺	['日', '星', '忄', '生']	['セイ']	[]	[]	0	0
則	['刂', '八', '目', '貝']	['ソク']	['厠', '廁']	[['側', '惻', '測']]	3	0.6
鏐	['羽', '金', '翏', '彡']	['リュウ']	[]	[]	0	0
覊	['灬', '十', '革', '馬', '廿', '覀']	['キ', 'ハ']	[]	[]	0	0
能	['匕', '厶', '月', '䏍']	['ノウ']	['羆', '態', '擺', '罷', '熊']	[]	0	0
蝣	['中', '亠', '子', '口', '虫', '方', '丨', '𠂉']	['ユウ']	[]	[]	0	0
猶	['一', '八', '西', '酋', '⺨', '酉']	['ユウ', 'ユ']	[]	[['蕕'], ['蕕']]	1	1.0
者	['耂', '土', '日']	['シャ']	['暑', '都', '著', '堵', '豬', '楮', '渚', '潴', '緒', '薯', '儲', '墸', '賭', '曙', '屠', '諸', '猪', '覩', '藷', '闍', '躇', '箸', '睹', '署', '瀦']	[['煮', '赭', '偖', '奢']]	4	0.138
瓊	['王', '夐', '𠂊', '目', '夂']	['ケイ']	[]	[]	0	0
怨	['夕', '夗', '心', '卩']	['エン', 'オン', 'ウン']	[]	[]	0	0
怛	['日', '一', '旦', '忄']	['ダツ', 'タン', 'タツ']	[]	[]	0	0
螯	['攵', '放', '中', '土', '亠', '丿', '𠂉', '口', '虫', '乂', '方', '丨', '敖']	['ゴウ']	[]	[]	0	0
怏	['央', '大', '忄']	['オウ', 'ヨウ']	[]	[]	0	0
鏤	['中', '串', '金', '婁', '口', '女', '丨']	['ル', 'ロウ']	[]	[]	0	0
惷	['三', '一', '心', '日', '大', '春', '𡗗', '人']	['シュン']	[]	[]	0	0
概	['八', '木', '丿', '艮', '既', '旡', '儿']	['ガイ']	[]	[]	0	0
寺	['寸', '土']	['ジ']	['待', '特', '詩', '等']	[['畤', '恃', '蒔', '時', '塒', '侍', '痔', '持', '峙']]	9	0.692
楜	['木', '月', '十', '古', '口', '胡']	['コ']	[]	[]	0	0
璞	['王', '一', '三', '业', '菐', '人']	['ハク']	[]	[]	0	0
襄	['三', '一', '亠', '衣', '口']	['ジョウ', 'ショウ']	['曩']	[['攘', '孃', '壤', '禳', '穰', '讓', '驤', '釀'], ['驤']]	8	0.889
紗	['少', '丿', '小', '糸']	['サ', 'シャ']	[]	[]	0	0
籥	['冊', '十', '丿', '口', '龠', '人', '冂', '廾', '竹']	['ヤク']	[]	[]	0	0
緻	['攵', '土', '至', '丿', '致', '厶', '乂', '糸', '𠂉']	['チ']	[]	[]	0	0
編	['冊', '扁', '十', '丿', '戸', '冂', '廾', '糸']	['ヘン']	[]	[]	0	0
鱈	['田', '魚', '雪', '灬', '雨', '⺕', '𠂊']	['セツ']	[]	[]	0	0
干	['十']	['カン']	['鮃', '逹', '擇', '睾', '報', '贄', '刑', '午', '垪', '倖', '妍', '瓶', '鐸', '坪', '執', '忤', '泙', '岼', '幸', '驛', '譯', '枅', '屏', '荊', '楠', '苹', '併', '駢', '餠', '塀', '蟄', '怦', '訐', '澤', '繹', '懌', '秤', '圉', '萍', '軒', '平', '献', '笄', '餅', '鷙', '滸', '并', '幵', '剏', '杵', '胼', '許', '岸', '遖', '年', '研', '喃', '絣', '釋', '卸', '迸', '評', '御', '形', '開', '型', '南', '禦', '摯']	[['奸', '罕', '肝', '刊', '悍', '啣', '稈', '扞', '桿', '鼾', '幹', '杆', '捍', '澣', '栞', '骭', '駻', '竿', '旱', '汗']]	20	0.225
功	['工', '力']	['コウ', 'ク']	[]	[]	0	0
楕	['左', '木', '工', '月']	['ダ', 'タ']	[]	[]	0	0
鱠	['田', '魚', '灬', '日', '𠂊', '人', '會']	['カイ', 'ケ']	[]	[]	0	0
鴆	['鳥', '灬', '丿', '冖', '儿', '冘']	['チン']	[]	[]	0	0
観	['隹', '見', '亻', '目', '儿', '𠂉']	['カン']	[]	[]	0	0
槍	['口', '人', '木', '倉']	['ソウ', 'ショウ']	[]	[]	0	0
級	['丿', '及', '又', '糸']	['キュウ']	[]	[]	0	0
鴒	['一', '鳥', '令', '灬', '人', '卩']	['レイ']	[]	[]	0	0
俊	['夋', '亻', '丿', '厶', '夂', '允', '儿']	['シュン']	[]	[]	0	0
幽	['幺', '丨', '山']	['ユウ']	[]	[]	0	0
佐	['左', '亻', '工']	['サ']	[]	[]	0	0
籬	['禸', '隹', '凵', '離', '亠', '冂', '丿', '亻', '离', '凶', '乂', '竹']	['リ']	[]	[]	0	0
練	['日', '木', '糸', '東']	['レン']	[]	[]	0	0
鷙	['丶', '𢆉', '土', '鳥', '干', '執', '十', '灬', '九', '乙', '幸', '丸', '䒑']	['ゴウ', 'シ', 'チツ']	[]	[]	0	0
襟	['示', '木', '禁', '林', '衤']	['キン']	[]	[]	0	0
或	['一', '丶', '丿', '口', '戈', '弋']	['コク', 'イキ', 'ワク']	['摑', '幗', '馘']	[['膕', '國'], ['域', '閾'], ['惑']]	2	0.625
隻	['隹', '亻', '又']	['セキ']	['攫', '獲', '護', '蠖', '钁', '穫', '矍']	[]	0	0
隨	['隋', '辶', '⻖', '工', '左', '月', '遀']	['ズイ']	[]	[]	0	0
舊	['艹', '亻', '臼', '隹']	['キュウ']	[]	[]	0	0
傲	['攵', '放', '土', '亠', '亻', '丿', '𠂉', '乂', '方', '敖']	['ゴウ']	[]	[]	0	0
埔	['丶', '土', '甫', '用']	['ホ']	[]	[]	0	0
讃	['八', '言', '大', '口', '賛', '夫', '目', '貝']	['サン']	[]	[]	0	0
針	['十', '金']	['シン']	[]	[]	0	0
数	['攵', '丿', '米', '女', '娄', '乂', '𠂉']	['スウ', 'ス', 'サク', 'ソク', 'シュ']	['薮']	[]	0	0
蕉	['隹', '灬', '亻', '艹', '焦']	['ショウ']	[]	[]	0	0
燗	['火', '間', '日', '門', '月']	['ラン', 'カン']	[]	[]	0	0
埠	['土', '十', '丿', '阜', '𠂤']	['フ', 'ホ']	[]	[]	0	0
舞	['夕', '一', '丿', '舛']	['ブ']	[]	[]	0	0
圣	['又', '土']	['コツ', 'クツ', 'コチ', 'セイ']	['径', '経', '軽', '怪', '茎']	[]	0	0
鄙	['㐭', '亠', '⻏', '口', '囗', '回']	['ヒ']	[]	[]	0	0
斧	['斤', '父']	['フ']	[]	[]	0	0
隴	['龍', '亠', '立', '⻖', '月']	['ロウ', 'リョウ']	[]	[]	0	0
與	['八', '𦥑']	['ヨ']	['欅', '嶼', '擧', '舉', '襷']	[['譽', '歟']]	2	0.286
癒	['一', '刂', '疒', '心', '愈', '兪', '入', '月']	['ユ']	[]	[]	0	0
燮	['口', '言', '火', '又']	['ショウ']	[]	[]	0	0
讎	['口', '隹', '亻', '言']	['シュウ']	[]	[]	0	0
癆	['火', '疒', '炏', '力', '冖', '𤇾', '勞']	['ロウ']	[]	[]	0	0
窘	['八', '丿', '尸', '宀', '口', '⺕', '冖', '穴', '尹', '君']	['キン']	[]	[]	0	0
讚	['八', '先', '言', '贊', '丿', '口', '目', '貝', '儿']	['サン']	[]	[]	0	0
拵	['子', '亻', '扌', '存']	['ソン']	[]	[]	0	0
殆	['一', '歹', '台', '夕', '口', '厶']	['タイ', 'サイ']	[]	[]	0	0
釦	['口', '金']	['コウ', 'ク']	[]	[]	0	0
敘	['攵', '小', '余', '丿', '人', '乂', '𠂉']	['ジョ']	[]	[]	0	0
戍	['一', '厂', '丶', '丿', '戈', '戌', '弋']	['ジュ', 'シュ']	['韈', '饑', '磯', '鍼', '箴', '撼', '減', '襪', '鹹', '憾', '咸', '幾', '譏', '緘', '戌', '轗', '鰔', '威', '機', '縅', '蔑', '鰄', '感', '喊']	[]	0	0
雀	['隹', '小', '少', '亻', '丿']	['ジャク', 'ジャン', 'サク', 'シャク']	[]	[]	0	0
圷	['下', '一', '卜', '土']	[]	[]	[]	0	0
鈴	['一', '令', '金', '人', '卩']	[]	[]	[]	0	0
毆	['殳', '品', '丿', '區', '口', '匚', '又', '几']	['オウ', 'ク']	[]	[]	0	0
渺	['小', '少', '丿', '目', '氵', '眇']	['ビョウ']	[]	[]	0	0
顫	['一', '㐭', '頁', '八', '亠', '日', '口', '旦', '目', '亶', '貝', '囗', '回']	['セン']	[]	[]	0	0
願	['厂', '白', '小', '頁', '八', '日', '丿', 'CDP-8BC4', '目', '貝', '原']	['ガン']	[]	[]	0	0
歌	['欠', '一', '哥', '丁', '亅', '口', '可']	['カ']	[]	[]	0	0
歹	['夕', '一']	['タイ', 'ガチ', 'ガツ']	['洌', '列', '烈', '屍', '殘', '薨', '殤', '殫', '歿', '夙', '殪', '死', '斃', '殯', '餮', '殉', '殄', '残', '例', '殱', '殊', '殞', '殲', '殍', '殖', '殃', '殕', '殀', '薤', '冽', '葬', '裂']	[['殆']]	1	0.03
滔	['⺤', '舀', '臼', '氵']	['トウ']	[]	[]	0	0
隔	['一', '鬲', '丿', '口', '⻖', '儿', '冂']	['カク']	[]	[]	0	0
殲	['一', '丶', '歹', '从', '韱', '韭', '非', '丿', '夕', '人', '戈', '弋']	['セン']	[]	[]	0	0
渮	['一', '丁', '亅', '苛', '可', '口', '氵', '艹']	['カ']	[]	[]	0	0
夐	['𠂊', '目', '夂']	['ケイ', 'ケン']	[]	[['瓊']]	1	1.0
夸	['二', '大']	['コ', 'カ']	['匏']	[['跨', '胯', '刳', '桍', '瓠', '袴', '誇'], ['跨', '胯']]	7	0.875
驢	['一', '田', '灬', '皿', '盧', '馬', '七', '虍']	['ロ', 'リョ']	[]	[]	0	0
硼	['口', '石', '月', '朋']	['ホウ']	[]	[]	0	0
随	['陏', '⻖', '⻌', '有', '月']	['ズイ']	[]	[]	0	0
滯	['帶', '十', '冖', '巾', '廿', '氵']	['タイ', 'テイ']	[]	[]	0	0
譏	['厂', '一', '丶', '言', '幺', '丿', '幾', '口', '戈', '人', '戍', '弋']	['キ']	[]	[]	0	0
際	['⻖', '祭', '月', '示']	['サイ']	[]	[]	0	0
顰	['田', '卜', '小', '頁', '八', '歩', '少', '丿', '十', '卑', '目', '貝', '止', '頻']	['ヒン']	[]	[]	0	0
譛	['替', '日', '言', '大', '口', '夫']	['シン', 'セン']	[]	[]	0	0
颪	['一', '卜', '中', '丨', '丿', '風', '口', '虫', '下', '几']	[]	[]	[]	0	0
渣	['一', '木', '査', '且', '氵', '月']	['サ']	[]	[]	0	0
竈	['八', '土', '黽', '宀', '冖', '穴']	['ソウ']	[]	[]	0	0
穣	['三', '一', '禾', '木', '八', '六', '𧘇', '亠', '丿', '㐮']	['ジョウ']	[]	[]	0	0
傍	['亠', '亻', '旁', '立', '冖', '方']	['ボウ']	[]	[]	0	0
顯	['八', '頁', '灬', '日', '㬎', '幺', '目', '貝', '𢆶']	['ケン']	[]	[]	0	0
歩	['卜', '小', '少', '丿', '止']	['ホ', 'フ', 'ブ']	['瀕', '頻', '渉', '顰', '陟', '蘋']	[['捗']]	1	0.143
渾	['冖', '車', '軍', '氵']	['コン']	[]	[]	0	0
窯	['八', '灬', '羊', '羔', '宀', '冖', '穴', '䒑']	['ヨウ']	[]	[]	0	0
夛	['夕', '⺕']	['タ']	[]	[]	0	0
譟	['木', '言', '品', '喿', '口']	['ソウ']	[]	[]	0	0
顴	['隹', '八', '頁', '亻', '口', '目', '貝', '艹']	['ケン', 'カン']	[]	[]	0	0
硬	['更', '日', '丿', '口', '乂', '石']	['コウ']	[]	[]	0	0
空	['八', '宀', '冖', '工', '穴']	['クウ']	['箜', '椌', '腔', '控', '倥']	[['啌']]	1	0.167
滸	['干', '言', '十', '午', '許', '口', '氵']	['コ']	[]	[]	0	0
隋	['工', '⻖', '左', '月']	['ダ', 'ズイ', 'タ', 'スイ']	[]	[['橢', '墮'], ['隨']]	2	1.0
夏	['一', '目', '夂', '自']	['カ', 'ガ', 'ゲ']	['嗄']	[['厦', '榎', '廈']]	3	0.75
母	['毋']	['ボ']	['栂', '莓', '苺', '誨', '袰']	[['姆', '拇']]	2	0.286
薦	['厂', '艹', '灬', '广']	['セン']	[]	[]	0	0
雋	['隹', '亻']	['シュン', 'セン']	[]	[['儁'], ['鐫']]	1	1.0
僂	['中', '串', '亻', '婁', '口', '女', '丨']	['ロウ', 'ル']	[]	[]	0	0
停	['一', '亠', '丁', '亻', '亅', '口', '冖', '亭']	['テイ']	[]	[]	0	0
殍	['一', '歹', '孚', '子', '夕', '⺤']	['ヒョウ', 'フ']	[]	[]	0	0
讓	['三', '一', '亠', '言', '襄', '衣', '口']	['ジョウ']	[]	[]	0	0
拙	['扌', '山', '凵', '出']	['セツ']	[]	[]	0	0
整	['止', '攵', '木', '卜', '丿', '束', '正', '口', '敕', '乂', '𠂉']	['セイ']	[]	[]	0	0
燧	['遂', '火', '辶', '豕']	['スイ']	[]	[]	0	0
苴	['一', '艹', '且', '月']	['ソ', 'サ', 'シャ', 'ショ']	[]	[]	0	0
舎	['口', '吉', '士', '人']	['シャ', 'セキ']	[]	[['捨']]	1	1.0
戒	['丶', '十', '丿', '戈', '廾', '弋']	['カイ']	[]	[['誡', '械']]	2	1.0
働	['重', '十', '丿', '亻', '力', '千', '里', '動']	['ドウ']	[]	[]	0	0
舗	['吉', '丶', '用', '口', '人', '士', '甫']	['ホ']	[]	[]	0	0
雄	['隹', '厷', '丿', '亻', '厶']	['ユウ']	[]	[]	0	0
拱	['共', '扌', '八']	['キョウ', 'コウ']	[]	[]	0	0
陞	['土', '十', '丿', '⻖', '廾', '升']	['ショウ']	[]	[]	0	0
療	['小', '疒', '日', '大', '尞']	['リョウ']	[]	[]	0	0
偕	['白', '匕', '比', '日', '亻', '皆']	['カイ']	[]	[]	0	0
域	['一', '丶', '土', '丿', '口', '戈', '或', '弋']	['イキ']	[]	[]	0	0
釖	['金', '刀']	['トウ']	[]	[]	0	0
殖	['一', '歹', '直', '十', '夕', '目']	['ショク']	[]	[]	0	0
效	['攵', '交', '父', '亠', '丿', '乂', '𠂉']	['コウ']	[]	[['傚']]	1	1.0
癖	['疒', '亠', '十', '尸', '立', '口', '𡰪', '辛', '辟']	['ヘキ']	[]	[]	0	0
苻	['艹', '亻', '寸', '付']	['フ']	[]	[]	0	0
變	['攵', '言', '丿', '口', '䜌', '乂', '糸', '𠂉']	['ヘン']	[]	[]	0	0
窈	['八', '幺', '力', '宀', '冖', '穴', '幼']	['ヨウ']	[]	[]	0	0
焰	['火', '臼', '丿', '𠂊', '臽']	['エン']	[]	[]	0	0
戝	['八', '丶', '丿', '戈', '目', '貝', '弋']	['ザイ', 'サイ', 'ゾク']	[]	[]	0	0
隰	['灬', '日', '㬎', '幺', '⻖', '𢆶']	['シツ', 'シュウ']	[]	[]	0	0
圧	['厂', '土']	['アツ', 'エン', 'オウ']	[]	[]	0	0
佛	['弗', '丿', '亻', '弓', '丨']	['ブツ', 'フツ']	[]	[]	0	0
并	['十', '八', '干']	['ヘイ', 'ヒョウ']	['垪', '瓶', '駢', '剏', '胼', '絣']	[['屏', '併', '餠', '塀', '餅'], ['餠', '餅', '迸']]	5	0.5
力	[]	['リョク', 'リキ', 'リイ']	['勘', '筋', '務', '珈', '抛', '勳', '黝', '虜', '勲', '肋', '袈', '恊', '飭', '勵', '嫐', '湧', '努', '莇', '笳', '拗', '劫', '懃', '効', '劬', '勉', '慟', '耡', '加', '嬲', '劭', '枷', '駕', '架', '劣', '舅', '勇', '劾', '勅', '励', '甥', '功', '癆', '働', '窈', '労', '霧', '跏', '劼', '助', '劵', '勁', '渤', '幼', '勃', '男', '勍', '釛', '踴', '迦', '娚', '脅', '鋤', '勤', '勸', '募', '伽', '勝', '勦', '勒', '脇', '嘉', '茄', '賀', '勧', '勞', '椦', '勣', '勗', '協', '撈', '勢', '勠', '痂', '動']	[['朸', '仂'], ['仂']]	2	0.023
楹	['木', '丿', '皿', '又', '乃', '盈']	['エイ']	[]	[]	0	0
榲	['木', '𥁕', '皿', '人', '囚', '囗']	['オツ']	[]	[]	0	0
促	['口', '亻', '龰', '足']	['ソク']	[]	[]	0	0
廉	['厂', '八', '广', '⺕', '丨', '兼']	['レン']	[]	[['簾', '濂']]	2	1.0
粭	['一', '合', '口', '米', '人']	[]	[]	[]	0	0
覺	['見', '爻', '冖', '目', '儿', '乂', '𦥑', '𦥯']	['カク']	[]	[['攪']]	1	1.0
籵	['十', '米']	[]	[]	[]	0	0
緘	['厂', '一', '丶', '咸', '丿', '口', '戈', '戍', '糸', '弋']	['カン']	[]	[]	0	0
住	['王', '主', '亻', '丶']	['ジュウ', 'ヂュウ', 'チュウ']	[]	[]	0	0
幢	['童', '亠', '日', '立', '巾', '里']	['トウ']	[]	[]	0	0
対	['亠', '乂', '寸', '文']	['タイ', 'ツイ']	[]	[]	0	0
璃	['王', '禸', '凵', '冂', '亠', '丿', '离', '凶', '乂']	['リ']	[]	[]	0	0
⺨	[]	[]	['狼', '狩', '獺', '獵', '嶽', '狷', '獰', '逖', '狽', '獪', '狙', '獲', '猩', '猜', '猛', '蕕', '猖', '犯', '潴', '猗', '猊', '犹', '猝', '猟', '猴', '猯', '狎', '狃', '狂', '猶', '狄', '猾', '猪', '猥', '犲', '狆', '荻', '猫', '猿', '獗', '狛', '狠', '狡', '獏', '獨', '狗', '狢', '狭', '獅', '狒', '獄', '誑', '狹', '独', '狸', '狐']	[]	0	0
劔	['一', '僉', '丿', '乂', '口', '刀', '人', '刄']	['ケン']	[]	[]	0	0
俎	['一', '且', '人', '月']	['ソ', 'ショ']	[]	[]	0	0
紊	['亠', '乂', '文', '糸']	['ビン', 'ブン']	[]	[]	0	0
粢	['欠', '次', '冫', '米']	['シ']	[]	[]	0	0
嬋	['一', '日', '口', '女', '甲', '丨', '單']	['セン']	[]	[]	0	0
⻏	[]	[]	['祁', '都', '廓', '槨', '部', '郵', '饗', '郷', '鄒', '嚮', '邸', '廊', '螂', '邦', '邪', '那', '響', '瑯', '邯', '耶', '鄂', '榔', '邱', '鄲', '鄰', '擲', '郊', '鄙', '郎', '鄭', '郁', '邵', '邨', '蔀', '爺', '躑', '梛', '郤', '揶', '娜', '郡', '郛', '郭', '郢', '椰']	[]	0	0
寳	['王', '尓', '八', '小', '丿', '宀', '冖', '目', '貝']	['ホウ']	[]	[]	0	0
枉	['王', '木']	['オウ']	[]	[]	0	0
杢	['木', '工']	[]	[]	[]	0	0
鑑	['監', '臣', '金', '皿', '𠂉']	['カン']	[]	[]	0	0
覗	['一', '見', '司', '口', '目', '儿']	['シ']	[]	[]	0	0
耜	['耒', '丿', '木', '未']	['シ']	[]	[]	0	0
怐	['勹', '丿', '口', '句', '忄']	['ク']	[]	[]	0	0
錣	['金', '又']	['テツ', 'テイ']	[]	[]	0	0
労	['冖', '⺍', '力']	['ロウ']	[]	[]	0	0
珥	['王', '耳']	['ジ']	[]	[]	0	0
瑛	['王', '大', '英', '艹', '央']	['エイ']	[]	[]	0	0
